Show,Sentiment,Review
Truth Be Told,0,"Unfortunately, Truth Be Told 2 does not grip at the get-go."
Joe vs Carole,0,"It’s not that the series isn’t good, though it really isn’t. It’s that with the abundant oversaturation of Tiger King having come and gone, what more can be done?"
First Kill,0,"The story is one you’ve definitely heard before, the leads lack chemistry, and the whole thing is lit like a deodorant commercial."
24,0,"24 is still fast-paced for the most part, although a little slow off the mark in its first hour. And the 47-year-old Sutherland remains trim and limber as an aging Jack of few words, most of them downers."
Invincible,0,"Once the initial face-punch of that first episode wears off, there's not enough powering (or superpowering) ""Invincible."""
Little Fires Everywhere,0,"[It] doesn't seem able to trust Witherspoon to convince viewers to appreciate or like Elena on her own strengths, even though watching [her] paste a sunny smile over a casually terrible statement is the deepest and purest pleasure [It] has to offer."
Buffy the Vampire Slayer,0,"However, season seven took this farther than it had to, losing the series' signature comedy and making it feel more like a chore to watch week to week than anything else."
Moon Knight,0,This hodgepodge of underdeveloped themes is augmented by run-of-the-mill action sequences that not only lack invention but also emotional thrust. Mohamed Diab’s first foray into Hollywood is a giant folly with a lot of promise and too little reward.
13 Reasons Why,0,"Season 4 is a disaster that betrays 13 Reasons Why's characters, its only remaining asset. The show has squandered any goodwill left over by its once-charming cast."
Joe vs Carole,0,"Later in the season, Joe yells, “Nobody watches ‘Duck Dynasty’ for the ducks!” This show is all ducks."
Catastrophe,0,Co-creators Sharon Horgan and Rob Delaney still inhabit their roles with almost frightening conviction. But I do feel that enough will be enough in a few weeks' time.
Marvel's The Punisher,0,"If you enjoyed season 1 you'll be perfectly happy with this addition, but it doesn't do anything interesting with a character who should feel more relevant to our current political climate."
Dr. Death,0,"Despite the show's few thrills, its structure only reveals an unsteady grasp of the story at its center."
Invasion,0,"Rather than so much as utter the word ""alien"" in these initial episodes, Invasion focuses on the global ripple effects of increasing panic -- which might be fine, if it also did a decent job developing its many characters along the way."
The Shrink Next Door,0,"Maybe a different creative team could've done a better job adapting The Shrink Next Door, or maybe Marty Markowitz's story simply didn't need to be retold."
Nine Perfect Strangers,0,"Maybe it'll tie together in the final two episodes and reach a dramatically satisfying conclusion with a few nifty turns and twists down the stretch. So far, though, this is a perfectly mediocre affair."
The Nevers,0,There are a lot of other shows more worthy of investing your time in.
Snowflake Mountain,0,"In this instance, hate the show, not the contestants, and what we learn is that just when you think Netflix won’t go lower, it certainly will."
Dave,0,"Dave is still a biting satire set within the music industry that depicts the many pitfalls of making it to the main stage at Coachella. But especially this season, it's sometimes difficult to watch."
The Boys Presents: Diabolical,0,"As with most ventures like this, the total assembly is a very mixed bag of quality, dipping on the negative side of the ledger here overall."
A Teacher,0,Lots of people have bad childhoods and boring spouses yet never end up becoming sexual predators. Where's the limited series about those people?
Chernobyl,0,"At its best, the show emphasizes the layered venality of careerist buck-passing and the hopeful denialism of those who will refuse to think the unthinkable; at its worst, it suggests that these are specifically Soviet characteristics. They are not."
Foundation,0,"As with some of Apple's other high budget series, the desire to look massive overtakes a lean narrative... This is probably the priciest slow burner show ever made."
Waco,0,More notable for its casting than its execution.
Shining Girls,0,There was simply not enough here to fill all that screen time. “Shining Girls” would have been better as a 105-minute movie.
Losing Alice,0,Director and writer Sigal Avin so belabors the point that an idle mind can stray into self-destruction that Losing Alice paradoxically has the same effect on its viewers.
The Mist,0,The Mist unfolds as though we'll be surprised to learn that humans are capable of cruelty.
Star Trek: Picard,0,"Season 2 immediately reverses track. Star Trek: Picard gives in to audience expectation, maybe even pressure, to try and tap not just a 1990s but also 1980s nostalgia for the franchise. It largely fails at both."
The Undoing,0,"The Undoing has an intriguing mystery at its core, and a wonderful ensemble, but questionable structural choices give the series an odd ""stop and go"" feeling, padding it out to its lengthy runtime of 332 minutes."
All of Us Are Dead,0,"The series ultimately bites off more than it can chew in themes, characters, and ambition."
Black Mirror,0,'Black Mirror' has lost its spark as season five leans on findings of the past. [Full Review in Spanish]
Suspicion,0,There’s not enough substance or character development here to hold our attention beyond the time it takes to click “NEXT.”
Night Sky,0,"Sissy Spacek and J.K. Simmons are powerhouses here, delivering poignant performances, and even carrying the weight when the show spirals into numbing nonsense."
The Essex Serpent,0,"A decent production budget and starry cast led by Tom Hiddleston and Claire Danes are squandered on a dreary, convoluted, portentous drama with all the appeal of a fog blanket over a giant rotting fish which someone briefly mistook for a dead dragon."
Devs,0,"Garland's vision is in the forefront here, and the result is a limited series with a frosty emotional tone, and a story heavy on cutting-edge techno-speak, but skimpy when it comes to characterization."
The Wheel of Time,0,"Based on the six episodes available for review, The Wheel of Time doesn't seem inherently unfilmable. It simply could have been filmed better."
The Offer,0,"This Seventies flashback tries to hit a lot of marks at once... The only way it genuinely works, however, is as a parody of prestige TV."
Star Wars: The Bad Batch,0,"The show's attempt to individualize its protagonists largely reduces them to predictable, banal archetypes."
Queer as Folk,0,"A ripped-from-the-headlines premise may locate the new series in the white-hot center of modernity, but Dunn and company extract little insight from that aggressive timeliness."
The Capture,0,"It's gripping up to a point, but really it's just you staring at a screen while watching another person staring at a screen."
The Nevers,0,There is a lot going on in The Nevers. The only thing it seems to lack is a point.
Archive 81,0,"Netflix's new horror show Archive 81 offers promising scares and intrigue across the board, but in its execution, it forgets the most important thing: the characters."
Turner & Hooch,0,"Unfortunately, at least in these first three episodes, the show is too caught up in recreating the squabbles between Turner and Hooch over and over again in new scenarios."
Community,0,"The last season of Community was really, truly awful. I mean, it crashed and burned. And for a show as self-aware as this one, there's no way it didn't know it."
Mare of Easttown,0,"Gone are the days when HBO would produce only outright classics targeted at discerning audiences - in the streaming age, a wider clientele must be catered to."
The Affair,0,The Affair Season 5 Episode 1 was a colossal waste of time.
Sweet Tooth,0,"The show turns Jeff Lemire's lurid comic into a childlike adventure, but it loses the complexity, the ugliness, and the raw emotion that made the saga so rich in the first place."
The Thing About Pam,0,This series is a frustrating and surprisingly boring attempt to cash in on the true crime boom.
Lisey's Story,0,"The back half of this miniseries is so bogged down by inconsistent pacing, drawn-out scenes, muddled plotting, and a frustratingly anticlimactic ending that all the good Lisey's Story delivers before that collapse ends up overshadowed."
Star Wars: The Bad Batch,0,"The show feels like more Star Wars: Clone Wars, and yet never reaches the heights that it's sister series did, and ultimately doesn't find it's own voice as a result."
The Nevers,0,"""The Nevers'"" inconsistencies can make for a maddening viewing experience - sending you from the edge of your seat to sprawled out on the floor, trying to find your eyes after they rolled out of your head... But I'd be lying if I said I'm done."
House of Cards,0,"It isn't easy to replace Frank Underwood, who... has become one of the most legendary characters ever portrayed on a TV show. However, it is obvious that this season not only lacked inspiration - it was lacking, in general."
Boardwalk Empire,0,"These great clunking scenes are not only dull and unnecessary, they also draw unwanted attention to Boardwalk's greatest weakness. Empathy can't be retconned. It has to be earned."
Loki,0,"Loki feels too constrained, too stale, for a story about a wayward god of mischief. Too much exposition bogs down the script."
Weeds,0,It felt like the Weeds finale could have been more focused and a bit more eventful.
Arrested Development,0,"You could forgive all this if these episodes were funny, if they contained even a trace of the spark that made its first run so incredible. But they aren't. They're flat and lifeless and pointless."
Lisey's Story,0,"Lisey's Story is pretty to look at and fairly faithful, but far too bloated to be very engaging."
Pieces of Her,0,It just could have been so much better.
Sex/Life,0,"All of this would be laudable if the writing weren't hilariously atrocious. At least it's adhering to form, which means you can fast forward through most of it."
Hawkeye,0,"""Hawkeye"" is clearly more concerned with setting up Kate Bishop for future MCU phases than creating a problem worthy of two heroes' time. And at six hours, it's certainly not worthy of yours."
Arrested Development,0,"It's never a waste to follow the stories of these characters, but the experience is becoming increasingly hollow."
Marvel's The Punisher,0,This could have been eight episodes.
The Outsider,0,"Price, an excellent screenwriter and novelist in his own right, played down The Outsider's supernatural elements so much, it was almost as if he was ashamed to embrace horror, in case it dented the miniseries' prestige TV aspirations."
The White Lotus,0,"The creator, director and scriptwriter of the series, Mike White... abandoned any kind of subtlety to establish a clear position. [Full review in Spanish]"
The Office,0,"It succumbed to the bane of American TV -- the endless more-more-more of anything good or popular, the twisting of characters into pretzels to simply keep them in motion, the cheap substitutes after lead actors depart."
11.22.63,0,"I'm still not entirely convinced about 11.22.63 just yet. While I have always enjoyed Franco as an actor, I'm not getting the sense of conviction that I got from book-Jake."
Hawkeye,0,"Even a show that approaches its episodic run like an extra-long movie owes the audience a bit more momentum than this, especially when those installments roll out weekly."
The Essex Serpent,0,"Restrained as a corset, it feels as if The Essex Serpent doesn't want us to excite ourselves or to get any ideas beyond the ones drolly lined out for us. And that's a shame."
The Boys,0,The series’ ideology feels increasingly hollow.
Y: The Last Man,0,Y: The Last Man is perfectly serviceable sci-fi fare that won't move the needle too much in either direction in terms of generating controversy or inspiring awe. And that's a shame... That it settles for dull and uninspired breaks my heart.
WeCrashed,0,"Its strong start meanders to [a] repetitive, inevitable end."
Star Wars: The Bad Batch,0,"The Bad Batch is good to dip into, but it can make for a bad binge."
Marvel - Jessica Jones,0,"""Marvel's Jessica Jones"" gets off on the wrong foot in Season 3 and stays there until the lackluster end."
Girls,0,"For a show that started off so real to its target demographic, it didn't end that way."
The Offer,0,Am offer you can refuse.
Inventing Anna,0,"Despite its more evocative performances, Inventing Anna demands patience that doesn’t pay off, squandering its promising potential along the way."
Inventing Anna,0,"Inventing Anna’s chronic inability to get to the point is reflected in its sprawling nine-episode length, each one lasting an hour or more, not least because the show keeps recycling its own flashbacks as if poking us to stay awake."
Mayor of Kingstown,0,Mostly Renner just acts tired and frustrated. The feeling is contagious.
The Problem With Jon Stewart,0,"Carrying those extra 15 minutes, ""The Problem"" drags; its monologues need honing, its jokes, if they stick around, need punching up, and its segments need to be trimmed down to the essence."
Moon Knight,0,A series that ultimately feels rushed.
Bel-Air,0,"Bel-Air is a glossy, expensive-looking soap that, like Fox’s Our Kind of People, puts the spotlight on uber-wealthy Black families. But “fresh?” Not so much."
Friends,0,"The ""Friends"" soap opera ended predictably and blandly last night, with no big surprises, just two little ones -- Monica's and Chandler's twins."
The First Lady,0,"Ten episodes in, you don’t come away feeling you know the stories of these women any better, any deeper, than you already did."
Arrested Development,0,It's hard to argue that the show's maintained the sly political relevance that elevated it during its initial run.
Stranger Things,0,This volume of the Stranger Things saga could use some of the humor and warmth that made the show such a clever blend of nostalgia and fantasy.
Euphoria,0,"Euphoria is unrelentingly explicit this time around, as if it took one look at its former self and thought: no, not shocking enough, try this."
Big Little Lies,0,"The new episodes flirted with exploring the effects of trauma, but the writers shrugged when it came to finding a deeper meaning to suffering than that it simply sucks."
Arrested Development,0,"Unfortunately for the show, even without the controversies putting a cloud over proceedings, the simple fact of the matter is that this season just isn't that good."
House of Cards,0,"Robin Wright is many things, but possessed of a light touch she is not."
Little America,0,"Little America is muddled, with its baked-in politics directly in opposition to its ""positive"" message."
Altered Carbon,0,"I found myself desperately wishing for Altered Carbon to leave its world of endless lives, satellite back ups, and shapeless political revolutions behind, to focus... on the AIs discarded by humanity as yet another resource to be wasted and forgotten."
The Wheel of Time,0,"With a deficit of whimsy and wonder, ""Wheel"" introduces such thinly developed characters that it makes it hard to care (or see) who survives a chaotically filmed attack by monstrous orcs (sorry, trollocs)."
Defending Jacob,0,Perhaps the biggest crime committed in Defending Jacob is that the elements to make this series pop are all there; they just weren't executed properly.
The Wheel of Time,0,"You are... left with the uneasy, then sinking, feeling that ""Wheel"" - as sumptuous a production as this is - has been done before and better. A couple of times, at least."
The Beatles: Get Back,0,The Beatles: Get Back documentary proves once again that Peter Jackson's meticulous approach to filmmaking is impressive but excessive.
The Undoing,0,"The Undoing has undeniably high production values and a top-notch cast, but they're in service of increasingly lackluster and inconsistent storytelling."
Roar,0,"The problem of Roar might just be the curse of inconsistency that always follows around anthologies. But this feels like something more serious than a case of variable quality, and instead something more existential for the show itself. On"
Modern Family,0,"Overall, though, it felt a bit dutiful. As though the cast, much like the characters, knew that it had become a bit too claustrophobic, but still weren't wholly sure they had the guts to go."
Once Upon a Time in Wonderland,0,The main storyline isn't strong enough and the incongruous peripheral elements just confuse rather than engage the viewer.
Stranger Things,0,Season 4 feels like it’s been designed to produce good data rather than quality entertainment.
Raised by Wolves,0,Raised by Wolves wafts into emotional and narrative oblivion.
Pieces of Her,0,"A tedious, tiresome mess that almost put me to sleep."
WandaVision,0,"Based on the first three episodes, 'Wanda Vision' does not deliver the unique entertainment one might expect. However there are indications there may be a brighter future."
Our Flag Means Death,0,"While in some ways, Bonnet is a role [Darby] was born to play, with plenty of opportunities for flailing both verbally and visually, many audience members may find he quickly grates."
Midnight Mass,0,"Midnight Mass only really gets going in episode three. And, when it finally sets off, it doesn't seem to know where it is heading."
Joe vs Carole,0,"It's called Joe vs. Carole, but it should have been called Dumb vs Dumber."
The Undoing,0,"The issue isn't that The Undoing tries to channel Big Little Lies, but that it does so unsuccessfully. Even in its failures, however, The Undoing made me dream of a world where TV could crack the code..."
WeCrashed,0,"In declining to conjecture what WeWork’s nosedive meant for the rest of us, it’s got even less of a purpose than a co-working space during a pandemic."
The Pentaverate,0,"If you're not bowled over by the eight rubbery faces Myers cycle through its six episodes, maybe it's because they're only slightly removed from versions of his characters you've laughed with before but whose humor feels crustily outdated in 2022."
Inventing Anna,0,"On screen, the story is neither salacious enough nor studied enough to bring about any concrete conclusions. Instead, it falls into its own obsessive rabbit hole, and we dont feel inclined to follow."
Arrested Development,0,"Coming across more like a tribute band to the series itself and ditching the controversial experimentation of 2013's Season 4, this second season of the comedy... is simply less original for a show that used to spark with cleverness."
Stranger Things,0,Stranger Things is still Stranger Things. It just now comes with astoundingly thick levels of padding.
The Mist,0,There's room for interesting rehashes that bring new perspectives and ideas. The Mist is definitely not one of them.One adaptation was enough.
Behind Her Eyes,0,Your time would be better spent reading a book. Just not the book this train wreck of a drama this based on.
Moon Knight,0,"Moon Knight is a snooze fest. Most of it is about MacGuffins ... and as the hero and villain chase, find, and procure them, the new Marvel series becomes too plot driven. (This also results in obvious and unnecessary exposition.)"
Doctor Who,0,"It's not that ambition is bad, but Legend of the Sea Devils is ambitious in all the wrong ways -- the unachievable ones."
One of Us Is Lying,0,"The conclusion will be a surprise, one assumes. But the getting there is, as they might say in French class, déjà vu."
Prison Break,0,The nostalgia works against the show.
Little Fires Everywhere,0,"Elena is thinly drawn as an obviously villainous ""white savior"" and Witherspoon is repeating her performance from Big Little Lies with less nuance and shading."
Two and a Half Men,0,"Two and Half Men hit a new low every season and then continued to sink even further underground. During this last season, the show went off the rails in terms of absurdity and offensiveness."
Godless,0,"The show is filled with unnecessary rapes, voyeuristic violence against women, and frivolous female nudity."
Lisey's Story,0,"This is intense, dark and disturbing material that could have woven the thread more adeptly through the needle. Sometimes we worry about Stephen King."
Fringe,0,"At some point, Fringe kind of fell in love with change for its own sake, and it wandered away for long periods from what powered its finest moments - the complex bonds among Olivia, Peter and Walter."
Moon Knight,0,A six-hour series that would have worked better as a two-and-a-half-hour film.
Godless,0,"It shows, in a bad way, that the original material was designed for a short film format, and you can tell that there was no script to fill the more than seven hours that the miniseries lasts. [Full Review in Spanish]"
Nine Perfect Strangers,0,"It's a TKO, right? Well, perhaps on paper. In execution, the limited series based on Moriarty's 2018 novel is -- as my grandmother used to say -- all over the shop."
Behind Her Eyes,0,"Here's my general opinion: I like a good twist, but the twist in Behind Her Eyes is a groaner. The series switches genres, and the final chapter felt to me like a slap in the face -- when it didn't make me laugh out loud at the absurdity."
The Time Traveler's Wife,0,"Leslie and James do their best to keep the series afloat, but it falls to pieces around them, slowly but surely."
Moon Knight,0,"...audiences that are looking for a unique and dynamic approach to one of the more unorthodox heroes in Marvels repertoire, Moon Knight is a disappointment."
The Big Conn,0,"The Big Conn bites off plenty, and occasionally more than it should chew, distending its scope to the point that it loses sight of Conn, whose over-the-top brazenness is the most interesting aspect of this saga."
The X-Files,0,"A lot of the return to night is devoted to chase scenes and makes one appreciate by comparison how much better a reboot ""Twin Peaks"" was last year."
Normal People,0,"We were shown banal locations and left to guess what was going on in the characters' minds as they stumbled for words or stared out of windows. That can work in a novel, with its internal monologues, but not on television."
Breaking Bad,0,"The second half of season five had some great individual episodes, but felt slightly schematic. And the show's finale was maybe the most conventional of the entire series."
Gossip Girl,0,"With age comes wisdom? Whoever said that should have passed the memo to the Gossip Girl gang, because after six seasons, they're still as clueless as ever."
Mare of Easttown,0,"Winslet is good in this ""Broadchurch''-meets-""The Killing""-meets-""True Detective""-meets-""Top of the Lake."" Otherwise, same-old-same-old."
Nine Perfect Strangers,0,Is to its audience kind of like Tranquillum House is to the group of troubled men and women who decide to stay there: a place that sounds like a great investment on paper but feels confusing and not quite what you expected once you arrive.
Anatomy of a Scandal,0,"In Anatomy of a Scandal, there is the matter of what constitutes consent and what is rape. But the muddled storytelling leaves the victim behind."
Marvel's The Punisher,0,"The Punisher Season 2 isn't the worst season of Marvel TV on Netflix, but it's a pale shadow of its first season glory, and that's its biggest problem."
Taboo,0,"This tale sometimes feels like what might have happened if Sweeney Todd went after the East India Company, but it's weighed down by less-than-thrilling characterization."
The Shrink Next Door,0,The majority of The Shrink Next Door evokes too much cringe to be sustainably enjoyable.
Gaslit,0,"If the series accomplishes nothing else, it’s guaranteed to teach a few audience members stories they didn’t know before. It’s just too bad that in its messiness, Gaslit stops somewhere short of doing them justice."
And Just Like That...,0,"Far too many 2021 cultural touchstones and new characters are awkwardly parachuted into the luscious looking Michael Patrick King executive produced revival of sorts, as if to check a box."
Brooklyn Nine-Nine,0,"This final season is an awkward combination of tones, as it aims to be both insightful and funny and ends up being neither."
A Teacher,0,"Mara and Robinson really are excellent, and the series has unsettling atmosphere to spare. But outside of some specific moments in its second half, A Teacher feels as superficial and generic as its title."
Loot,0,The greatest crime of Loot is how much it fails its leading lady.
The Thing About Pam,0,"When the Coen Brothers-inspired tone works, it's deliciously satisfying. But then you remember that this entertainingly stranger-than-fiction story wouldn't exist if innocent people hadn't died, and you feel little queasy."
The Wheel of Time,0,"While there is enough violence and faux-mysticism to keep genre fans happy, convincing human interactions are harder to find."
First Kill,0,"As a cheesy teen soap with supernatural elements, First Kill holds some promise, but that quickly dissipates as the eight-episode season progresses."
How I Met Your Mother,0,"In spite of a couple of lovely moments, the ""HIMYM"" finale was a terrible miscalculation."
Joe vs Carole,0,"Tiger King’s appeal was its proximity to reality, and the voyeuristic thrill of watching a convoluted and undeniably loopy story. Joe vs Carole merely photocopies it, resulting in something neither illuminating nor emotionally cathartic."
The Witcher,0,"In its attempt to build a bigger world, the series falls prey to more fantasy tropes than it masters."
House of Cards,0,"House of Cards...trashes itself, even if it was a sort of knowing trash to start with."
The Beatles: Get Back,0,Seven hours of boredom that test the beatlemania of the most devoted beatlemaniac. [Full review in Spanish]
Scenes From a Marriage,0,"It reeks of prestige, but Scenes From a Marriage ultimately lacks the warmth, humour or universality to be truly great. In the end, it's just a slightly pallid imitation of life."
Normal People,0,"Their love story is sweet, with many truthful moments of beauty and heartache... But despite the long timespan of the series' events, the characters' emotional arcs move at a much slower pace and become lost in the minutiae."
WeCrashed,0,"WeCrashed trods a more than a well-worn path, as Apple TV+ joins the list of streamers eager to capitalize on the con artist trend."
Big Little Lies,0,"You don't hire a director like Arnold, with a distinct visual style, say that's what you want, and then edit it to be unrecognizable."
Normal People,0,"Beyond illustrating the angst of their mutual attraction with a thousand penetrating angles, Normal People's TV adaptation fails as both an adaptation and as a standalone show. Without the details of the book, the story is featureless erotica."
The Queen's Gambit,0,"""Alma's not pathetic, she's just stuck,"" says Beth about her adopted mother. I can't think of a better way to summarize this unfortunately arrested miniseries."
Invasion,0,"It's unclear whether these alien visitors have all the time in the world waiting around for somebody to get to the point, but a lot of us mere mortals don't."
Vigil,0,"According to the end credits, Vigil has been made with support from the Scottish government, which makes no secret of its opposition to nuclear weapons. That may hint at an extra political edge, but doesn't make this a compelling drama."
30 Rock,0,"Anyone returning, hoping for the old Rock rather than the new, is bound to be disappointed in this strained outing."
First Kill,0,"First Kill is a soapy supernatural star-crossed romance that doesn’t break any new ground in the genre, or elevate itself above the other mediocre series of its ilk."
Amazing Stories,0,"The show seems to be an intentional throwback, trading on Spielberg nostalgia to draw those who recognize the original, or just its family-friendly appeal, into Apple's orbit -- but it comes off more dated than deliberately retro."
Foundation,0,"It would be enjoyable if they had a bit more fun with it, but watching it felt like I was in a meeting."
The Stand,0,"Unfortunately, the sabotage of the novel's truly enthralling story-telling leaves its ideology as its strongest element."
And Just Like That...,0,The show did not achieve what they were trying to and felt very heavy-handed in its themes.
Prison Break,0,The not-so-good news about Prison Break is that the suspension of disbelief it requires is simply a bridge too far.
Nine Perfect Strangers,0,"Sometimes it seems to be a lampoon of New Age self-help fads; other times, an encomium to self-lacerating encounter-group culture; and occasionally, a creepy stalker drama. These are not the makings of a good jigsaw puzzle."
Halo,0,"Extremely generic sci-fi, and incredibly different from the source material in ways that are not justified.  This just doesn't cut it in the ultra competitive streaming arena."
The Wheel of Time,0,"The Wheel Of Time is definitely a talky mess of a show, at least to start. It throws a lot of characters at us, but somehow all the time taken to establish them doesn't give us any more idea about them than when the episode started."
Bel-Air,0,"All the humour, warmth and character of the original has been sucked out and replaced with... nothing, really."
Outer Range,0,A lot of people do good work on “Open Range.” If only it provided a little more to hold onto.
Midnight Mass,0,Flanagan's study of religion and immortality sometimes rekindles memories of actual midnight masses in that it can be a little exhausting in its preachiness with a few too many monologues.
And Just Like That...,0,"I won't lie - at some level, it's nice to catch up with them. But it lacks the spark of Sex and the City. Now it's just another show."
You,0,"More and more, the show seems to be saying, Joe's struggles are just a slightly amped-up version of the viewer's own. He's ""You."" But there's too much grotesque violence in the show's past for us to relate to him, or to take the show on its own terms."
Devs,0,"It's the overdetermined plot that's leaving little room for the characters to develop... They lack warmth, wit and human singularity."
The Problem With Jon Stewart,0,"It's a noble ambition, but one that surely Stewart must realize precious few viewers will stick around for without some jokes to leaven the proceedings."
Y: The Last Man,0,"Vaughan and Guerra have writing credits on the new series, but the irreverence of the original seems to have been scrubbed in favor of a more somber approach."
Little Fires Everywhere,0,"Its story plays out the debate, but its form is firmly on Witherspoon's side. In the main, this is a show too aware of its pedigree and its importance to drive home its arguments with anything but the most earnest sort of gravity."
Foundation,0,"Lacking wit or self-awareness, Goyer's robot future is every bit as cold as you'd expect from a space adventure that's actually all about algebra."
Behind Her Eyes,0,"Behind Her Eyes just doesn't know what it wants to be and takes itself far too seriously, resulting in a muddled mess that could - and should - have been cut short."
Losing Alice,0,"Apple's new miniseries looks gorgeous, but its cinematic sensibilities don't quite make for gripping telly..."
WeCrashed,0,"In general, the series is a bit like the neon ""Hustle Harder"" signs that adorn the WeWork offices we see here -- flashy but vague."
What If...?,0,"The light fun of it is eaten away by the cynicism from within the project, that what purports to be about infinite possibilities is blatantly more about repurposing."
Anatomy of a Scandal,0,"Give me Hugh Laurie doing Agatha Christie, any day, over hysterical tosh like Anatomy of a Scandal."
After Life,0,"Treated with a little more care, I suppose all of this could be saying really interesting things about male failure and loneliness. It's lazy, though. No idea or message is ever pursued. Nothing is."
House of Cards,0,"Robin Wright was one of the best things from the previous seasons of House of Cards, but season 6 simple should've never existed. The ghost of Frank Underwood became its doom. Full review in Spanish"
Invasion,0,"Perhaps it's simply that I've watched Independence Day too many times, but there's nothing about this show that's even particularly enjoyable, let alone fun."
Amazing Stories,0,"Without spoiling too much,""The Cellar"" feels overstuffed with narrative jumps and character choices that are often puzzling."
Girls,0,Girls overreached. There just aren't six seasons worth of interesting material for the average millennial girl to live through without bringing in sensational elements that go above and beyond an average reality.
Pieces of Her,0,The latest example of a miniseries that long overstays its welcome.
Roar,0,"A series with certain traits of audacity that wants to make a statement about female empowerment in these revolutionizing times, but often does so with more clumsiness than intelligence. [Full review in Spanish]"
The Mysterious Benedict Society,0,"The first two episodes have a start-and-stop energy, with more tests leading to more tests, and it gets more and more tedious."
After Life,0,"Hardcore fans of the show - which are legion - will mourn its passing, but for the rest of us, Gervais's maudlin curio remains a kind of purgatory."
The Staircase,0,"Campos brings visual panache to the project, but can never quite surmount the old aphorism that truth is stranger than fiction."
Snowflake Mountain,0,"It’s hard to determine how much of Solomon’s “personality” is genuine, but at least he provides some much-needed drama in this largely lacklustre series, which starts out so promisingly but soon peters out faster than a Gen Z doing the dishes."
Stranger Things,0,"The scrappy, soulful energy that defined Stranger Things‘ early seasons has been thrown out the window, and all that’s left is a parade of ’80s movies Easter eggs and increasingly obvious plot twists."
The Stand,0,"Somehow this isn't really what I want to watch in the throes of COVID 19, especially as it's not a great adaptation."
The Gilded Age,0,HBO hired Julian Fellowes to make a Downton Abbey out of 1880s NYC. But all the fussy costumes and jewelry in the world can’t bring The Gilded Age’s story of old vs. new money to life.
Buffy the Vampire Slayer,0,"By the time of its seventh and final season, there was a feeling that many of the cast just wanted it all to be over - something unfortunately reflected in the performances."
Vikings: Valhalla,0,"One beard only has to look at another beard and that’s it, throat slit. This has, in short, not been approached with any wit or humour or cleverness."
Marvel's Luke Cage,0,"There's just too much stuff to really do justice to any of it, and that lack of focus makes it tough to latch on to anything the season is trying to do."
Brave New World,0,"While it looks pretty, it feels thin. Entire stretches are given over to PG-rated orgies instead of clearly explaining the plot. Moreover, a TV series where audiences are supposed to sympathize with the bored and unhappy one percent feels out of touch."
Euphoria,0,Season 2 is exactly what a drama seeking to spark conversation fears most: It's skippable.
And Just Like That...,0,"If the iconic image of ""Sex and the City"" is its central quartet striding down a Manhattan sidewalk, this is a series on its back heels: defensive, reactive, terrified to offend."
Devs,0,"Of course the characters don't have free will. That would require imagination, something Devs can only simulate."
The Night Of,0,"Actor/producer James Gandolfini's last project was meant to be a stirring indictment of the criminal justice system. Instead, it plays like an overwrought NYPD Blue episode."
Outlander,0,When we return to Fraser’s Ridge things start out a little slow -- and not in the good “let’s just hang out with the family” kind of way.
Guilty Party,0,"It's clear that Guilty Party has set out to spin a narrative about a complicated woman working a complicated case. But at this point in the story, the whole thing seems on the verge of buckling under one complication too many."
The Old Man,0,"The Old Man hits all the beats of a standard spy thriller and delivers some bone-crunching action, but the personal stuff falls flat. It strikes a meditative tone, without giving us much to meditate on."
WandaVision,0,"I'm like, where you going with this?"
The Sinner,0,The Sinner feels more like a familiar mystery series than it did at the best points in the first three years.
Moon Knight,0,"Moon Knight, literally and figuratively, has dissociative identity disorder -- in the battle for coherent narrative, at least, and infrequently summoning the suit just doesn't cut through all that clutter."
Big Shot,0,"It's a mess, and it doesn't even have the good grace to be a fun one."
Reacher,0,"""Reacher” will never be more interesting than Reacher, and he may have finally found the medium that fits too loosely over his big-and-tall frame."
Stranger Things,0,"For every fun and exciting element introduced, there is an overwhelming mushy gray pile of slog to wade through."
The Wheel of Time,0,"It's hard to get lost in this world when it feels so emotionally distant, so scattered, and so packed with thin plotlines."
Hawkeye,0,"""Hawkeye"" is too beholden to the larger MCU as a guiding narrative force and generic house style of filming to truly find its own voice..."
The Problem With Jon Stewart,0,"Surprisingly, the comedy is the shakiest part early on... The second episode is more caustically funny but also more scattershot."
Prison Break,0,This was most definitely not the way I wanted nor expected season five to get underway. But here's hoping somehow the show is able to catch its footing because Ogygia was a complete and utter letdown.
Mindhunter,0,Mindhunter stumbles by linking the intimate lives of its protagonists with those of the psychopaths they interview and stalk. [Full Review in Spanish]
Waco,0,The boilerplate exposition feels stilted and someone needs to get Shannon a cup of coffee.
The Time Traveler's Wife,0,Light on romantic chemistry and heavy on the cringe.
The Pentaverate,0,"That the resulting show isn’t good doesn’t especially matter, in the end. It’ll probably still find enough curious viewers to justify the partnership, and for Netflix, that’ll be more than enough."
Entourage,0,"The show's best days are behind it, and the eighth-and-final-season curtain appears to be coming down none too soon."
Heroes,0,It's legitimately incomprehensible that the show's producers have jobs.
Joe vs Carole,0,"In practice, Joe vs. Carole feels like a brutally over-extended Saturday Night Live sketch, leaning heavily on the jokes we know and expect while clumsily trying to tease out some deeper meaning."
The Nevers,0,"This is really unpleasant, and that is all I have."
