Show,Sentiment,Review
"Web of Make Believe: Death, Lies & the Internet",0,While all of the subjects covered in the six episodes sound very interesting a lot of the oomph is taken out of them due to the repetitive and drawn out nature of each.
The Stand,0,"Somehow this isn't really what I want to watch in the throes of COVID 19, especially as it's not a great adaptation."
Limitless,0,"This is a mediocre rehash of Intelligence, which was already a humorless rip off of Chuck."
Schmigadoon!,0,It's one of those comedies that works well enough at the moment and only loses the melody when one considers how great it could and should have been.
The Stand,0,"Stripping this story of pretty much every shred of dramatic weight and emotional engagement is no easy task, but CBS has accomplished it"
Dave,0,"Dave is still a biting satire set within the music industry that depicts the many pitfalls of making it to the main stage at Coachella. But especially this season, it's sometimes difficult to watch."
The First Lady,0,"You will find no objections from me to giving each of these real women a chance to fill a whole series with their dualities, tensions, and complications. But there’s very little of that realness here."
Marvel's Iron Fist,0,"This Iron Fist ain't immortal, he's got a real short shelf life."
Arrested Development,0,No programme is more infuriatingly chuffed with itself.
The Wheel of Time,0,It all feels somewhat conventional. Is it the show's fault or because many fantasy film and television adaptations have already been made? [Full review in Spanish]
Wolf Like Me,0,"Wolf Like Me aims high, but ends up howling at the moon with some deeply implausible parental angst"
Elite,0,"By its new fifth season, Élite finally arrives at the point where it can no longer pull off its gimmicks."
The X-Files,0,"Based on five episodes made available for preview, things remain uneven -- the first episode is dragged down by more conspiracy blather, interminable voiceover and way too many apocalyptic predictions of doom."
The Crown,0,"Sadly, what we get here from the Peter Morgan-created series is substantially tweaked timelines and substandard soap that is far less ""character"" and more live-action spitting image caricature."
The Mist,0,"Not nearly enough horror, way too much exposition (in the opener). Even the fog seems a little bored hanging around for something to happen."
Chucky,0,"Ultimately, there are better, scarier things you can be watching than Chucky."
Godless,0,"Godless foregrounds by-the-book gunslingers and manhunts that take a promising concept and translate it into familiar, if handsomely presented, clich."
Lisey's Story,0,"Acknowledging its prettiness and production values, and some excellent performances, I found it better than unbearable but something less than beautiful."
Roar,0,"The problem of Roar might just be the curse of inconsistency that always follows around anthologies. But this feels like something more serious than a case of variable quality, and instead something more existential for the show itself. On"
Legion,0,Legion is weird for weird's sake and seems content to do that right up to the end.
Anatomy of a Scandal,0,"Despite able performers and potent themes, the show is so addicted to chaos that it squanders its chance to say anything substantive."
The Thing About Pam,0,"A watchable if often underwhelming true crime docudrama that wants to both be weird and play it safe, ending up in a strange middle ground between the two."
The Staircase,0,"True crime is not something to be toyed with, and The Staircase, for all the beautiful work put into it, toys with viewers instead of finding the salient truths about the case."
The Fall,0,"This show thinks it is Very Important Viewing, unmissable drama, televisual literature. The fact is it's very missable indeed."
The Mosquito Coast,0,The tone-deaf tourism of The Mosquito Coast makes for an adventure that's increasingly difficult to go along with.
The Time Traveler's Wife,0,Light on romantic chemistry and heavy on the cringe.
Lovecraft Country,0,"There's something mechanical about Lovecraft Country's horror, both real and supernatural."
Marvel's The Punisher,0,"Though the second season attempts to redefine who its title character is and where he fits within this corner of the superhero universe, the end result is both an odd fit and a moot point."
Chucky,0,"Ultimately, there are better, scarier things you can be watching than Chucky."
Brave New World,0,"Not only have we had a ton of sci-fi dystopias lately, but Huxley's novel is one of the most popular and enduring ever; most of the stuff you're sick of was already cribbed from it in the first place. That puts this new series in a tricky position"
Our Flag Means Death,0,"While in some ways, Bonnet is a role [Darby] was born to play, with plenty of opportunities for flailing both verbally and visually, many audience members may find he quickly grates."
The Wheel of Time,0,"I never felt like I was watching an unfolding story, but I absolutely felt like I was watching the whiteboard in a writers room, more the pushing of note cards toward a destination than an adventure."
Legion,0,"I responded to moments of Legion because I vibed with its project, but all of the aspects of that project ended up working better in other shows."
The Shrink Next Door,0,"On the whole, the series' inability to decide whether to play things straight or lean into the Ferrell and Rudd reunion makes it hard to get used to anything that's happening."
Tokyo Vice,0,"After that first episode ends, and Mann hands off the show to other directors, an impression starts to build that the best ""Vice'' has to offer is behind it."
The Shrink Next Door,0,"I had the same uneasy reaction to the podcast itself, and I bailed on Shrink early, in both incarnations. But hey, there's obviously an audience for this."
The Bletchley Circle,0,"Instead of stroking suspense, the show starts and stops in fits, never finding a thrilling stride that unites the mysteries and deepens characterizations. Let's hope that Anna isn't on a permanent vacation."
Killing Eve,0,"From the first time Jodie Comer pressed a knife to Sandra Oh’s throat, the sexy murder drama seemed to promise one thing. Frustrated fans are right to be disappointed."
Loot,0,"Because [Rudolph] can do almost anything, a temptation exists to create roles that allow her to do everything. And that can result in a tonal jumble like Loot, which feels like a lot of great raw material in search of a series to make sense of it all."
Pieces of Her,0,The latest example of a miniseries that long overstays its welcome.
Little Voice,0,The stakes are ludicrously low.
Roar,0,"The problem of Roar might just be the curse of inconsistency that always follows around anthologies. But this feels like something more serious than a case of variable quality, and instead something more existential for the show itself. On"
Defending Jacob,0,"Better to leave audiences craving more than demanding less, I suppose, but Defending Jacob boasts a tremendous ensemble of actors who make you wish they had the rich characterizations they deserve."
The Haunting of Hill House,0,"Most frustratingly, the adaptation abandons the raw feminine perversity that made Jackson's story so indelible."
How I Met Your Mother,0,This finale seems to completely sour the show's legacy - something that is not more important than ever.
The Morning Show,0,"You've got to appreciate the moxie of a high-profile streaming series where a character blurts, ""Another streaming service? It should be illegal."" That's The Morning Show's second season in a nutshell: having its cake while choking on it."
The Nevers,0,The Nevers has a lot going for it but it's a distillation of Whedon's best and worst filmmaking impulses. It needs someone with a more disciplined eye to cut half of its many dangling threads and subplots.
Loki,0,"Loki feels too constrained, too stale, for a story about a wayward god of mischief. Too much exposition bogs down the script."
Brave New World,0,"Despite some evocative (and provocative) visuals and appropriate dramatic tension, it fails to truly excite."
Taboo,0,"What it lacks, unfortunately, is Thrones' sweep, moments of playfulness and narrative drive - or any drive at all."
Godless,0,"Jeff Daniels and Michelle Dockery seeking new sorts of roles is admirable, but the results need a bit of tweaking."
Waco,0,"Waco won't be the first drama to reduce a tragedy to its simplest components, but this doesn't offer much confidence that these are the right components or the only ones."
Once Upon a Time,0,Once Upon a Time's magic is gone.
Defending Jacob,0,"This limited series strains for impact. But it's unserious about the aspects of its story that are genuinely potentially interesting, and sillier than one might have any reason to expect."
The Mighty Ducks: Game Changers,0,"In its first episode, The Mighty Ducks: Game Changers resembles its scrappy kids: uneasy on the ice and a little afraid to take shots."
You,0,"The stakes with ""You"" always lie in Joe being a protagonist you root against. But by season three's end, we stopped enjoying the ride - all we want is for Joe to receive his comeuppance."
Lost,0,Like the televisual equivalent of a keyboard-pounding poet... At least we know that we'll only have to suffer through one more season of this foolishness.
The Undoing,0,The Undoing becomes overly long and formulaic. It's less interesting than Big Little Lies and has less on its mind socio-politically than Little Fires Everywhere.
Stranger Things,0,Stranger Things is still Stranger Things. It just now comes with astoundingly thick levels of padding.
The Endgame,0,"Sure its fun to watch Baccarin regard Bathe with the same kind of amused regard an older brother gives to his younger siblings attempts at tackling him, but it gives The Endgame zero sense of stakes."
Moon Knight,0,"The rickety action sequences, paired with questionable CGI, drippy horror, terrible jokes, a shoddily assembled mystery and one too many rounds of over-the-top violence combine to make Moon Knight an unfortunate dud on the Marvel roster."
Lovecraft Country,0,Lovecraft Country links to literary racism simply for fake topicality. Anti-American nihilism and hopeless racial cynicism give the show its gotcha.
The Pentaverate,0,"There are rare parts of The Pentaverate that demonstrate how Mike Myers' brand of humor can still feel fun and fresh here in 2022, but too much of it proves the opposite."
Battlestar Galactica,0,A lot of basic and mundane things don't add up for me.
The Nevers,0,As creaky as these first four episodes are - reams of exposition alternating between soap-opera twists and cutesy inventions like Penance's li'l electric car - I want to believe there are glimmers of promise.
The Baby,0,"Haphazardly careens from one idea to another, throwing in themes and plot threads that never properly fit together."
The Gilded Age,0,Wharton is unlikely to have approved of such a half-hearted imitation of her work.
The First Lady,0,"You will find no objections from me to giving each of these real women a chance to fill a whole series with their dualities, tensions, and complications. But there’s very little of that realness here."
Bridgerton,0,"While “Bridgerton” Season 2 arrives with all of the scandal, gossip, and sartorial excellence we’ve become accustomed to, the sophomore outing lacks the fresh appeal and engaging pace of the first season."
Our Flag Means Death,0,"Ultimately, it’s got enough amusing moments and talented performers to offer some comedic escapism once a week, but anyone looking for another “Shadows” or “Flight of the Conchords,” should sail to other waters."
Arrested Development,0,No programme is more infuriatingly chuffed with itself.
Lovecraft Country,0,"Lovecraft Country is within its rights to use people as a vehicle for a story, rather than vice versa-but the story has to be considered and focused enough to be worth the trade-off."
WandaVision,0,"The first three-ish episodes were very fun, and then it pretty quickly turned into a long Marvel movie."
The Right Stuff,0,"The actors do their best to overcome the flat writing, and the show does find its stride by the fifth episode. What the new ""Right Stuff"" is missing are the qualities it can probably never have: currency and context."
Killing Eve,0,"Like a bad romance, Killing Eve is keeping its couple apart without logical or emotional justification. In the process, it’s dulled the spark provided by these two excellent actors as well as the tension sustained by their taste for danger."
Killing Eve,0,"With only eight episodes in the series, it’s time to stop idling and hit the gas pedal. And new characters and errant plot threads only hinder what should be the driving force of the series, namely the Eve and Villanelle relationship."
Lovecraft Country,0,"Lovecraft Country feels like a missed opportunity to repurpose the racist fear at the heart of Lovecraft's work to articulate the specific dread, isolation, and social death felt by Black people in all corners of the world."
The Endgame,0,"Sure its fun to watch Baccarin regard Bathe with the same kind of amused regard an older brother gives to his younger siblings attempts at tackling him, but it gives The Endgame zero sense of stakes."
Lisey's Story,0,An eight-episode gluepot.
A Wilderness of Error,0,"""A Wilderness of Error"" offers a not-so-illuminating message that it's sometimes difficult to get at the truth that's not worth the five hours it takes to hear it."
Coyote,0,Assembled from spare parts left over from previous television trends and decaying prejudices.
Moon Knight,0,"The newest MCU series on Disney+ has some interesting ideas and cool authentically Egyptian flavor, but takes its own little time to get rolling."
Doctor Who,0,Legend of the Sea Devils was quite disappointing. I appreciated the fresh scenery and all-Asian guest cast but the Sea Devils fell flat mostly due to poor directing taking all the excitement away from their fight scenes.
And Just Like That...,0,"And Just Like That... isn't nearly as clever, funny or as interesting as it thinks it is."
Moon Knight,0,"Moon Knight is a snooze fest. Most of it is about MacGuffins ... and as the hero and villain chase, find, and procure them, the new Marvel series becomes too plot driven. (This also results in obvious and unnecessary exposition.)"
Halo,0,"iHaloi looks a lot like well you might expect an adaptation of the game would, but it fails to distinguish itself from similar sci-fi fare."
The Boondocks,0,The Boondocks is wrapping up its run by being more like Al Pacino as Al Pacino in Jack and Jill: a sad-looking shell of itself that sometimes recaptures its past spark but has seen better days.
The Mist,0,"This version tries to have it both ways - goofy and serious - and leaves viewers on the outside looking in, rooting for the mist instead of those running from it."
Big Little Lies,0,"HBO, determined to win some more Emmys, and replicate the lighting-in-a-bottle brilliance that was season one, made a season that fails to justify its existence."
Man vs. Bee,0,"After a certain point, you stop questioning things and instead enter a fugue state. Is time passing, or are you just stuck in some horrendous ten-minute long Groundhog Day?"
The Nevers,0,"The world still feels under construction and confused about what its purpose is, something that feels indicative of the lack of a consistent architect throughout."
Prison Break,0,"The reality is that Prison Break in 2017 is basically a collection of ideas that Homeland passed on, if you can imagine that."
Joe vs Carole,0,"Later in the season, Joe yells, “Nobody watches ‘Duck Dynasty’ for the ducks!” This show is all ducks."
Gossip Girl,0,"With age comes wisdom? Whoever said that should have passed the memo to the Gossip Girl gang, because after six seasons, they're still as clueless as ever."
The White Lotus,0,"Without a more cohesive story giving it narrative momentum, it often becomes a series of vignettes involving awful, irredeemable people who never make the right choice - and whether that's entertaining or even stomachable really depends on your mileage."
The X-Files,0,"I'm glad Gillian Anderson isn't coming back for next season because if this is the direction the show is taking us, it's time for it to end."
Invasion,0,Invasion proceeds so incrementally across such a wide range of characters and their responses to extraterrestrial terrorism that you might well lose your way from week to week. Never mind your interest.
Mayor of Kingstown,0,Mostly Renner just acts tired and frustrated. The feeling is contagious.
Lisey's Story,0,Lisey's Story is a mess in almost every conceivable way.
Gaslit,0,"Roberts simply feels miscast as Martha, to whom she bears no resemblance, physical or otherwise."
Inventing Anna,0,A dull spin on an otherwise captivating story...
Gaslit,0,"The particularities of the way Nixonian paranoia played itself out over the national landscape defy easy comparison, and yet the show makes frequent, flat gestures towards the modern day."
The Offer,0,"Repetitive for anyone who’s seen the film, and condescendingly didactic for those who haven’t."
Suspicion,0,Suspicion is a show consistently filled with incident it can sometimes trick you into thinking it is complex.
Amazing Stories,0,"Maybe the show will get better; I hope it does. But with so many shows on so many different platforms right now, it seems like Amazing Stories blew its one chance to make a good first impression."
Entourage,0,"The show's best days are behind it, and the eighth-and-final-season curtain appears to be coming down none too soon."
Godless,0,"Godless is an almighty letdown. The narrative is as expansive as the vast New Mexico plains that form its backdrop, but there's too much creative tumbleweed."
Angelyne,0,I liked “Angelyne” better as it went on... without ever being wholly convinced that it was a trip I needed to take.
Friends,0,"Altogether, Friends is really just a bland show about bland characters living bland lives."
The Boys,0,"Its bleak viewing experience might appeal to some audiences, but it’s likely to leave more than a few viewers wishing the entire cast of characters would just be put out of their misery."
The Office,0,"The Office definitively answers a few key questions about the cogs at the middling paper company Dunder Mifflin - if anyone out there is still interested in the once smart, now just silly sitcom."
Invasion,0,"Take away the aliens, and what's left is essentially the sprawling network family drama series This Is Us."
The Pentaverate,0,The Pentaverate struggles under the weight of its main talent.
Once Upon a Time,0,Once Upon a Time's magic is gone.
And Just Like That...,0,"If the iconic image of ""Sex and the City"" is its central quartet striding down a Manhattan sidewalk, this is a series on its back heels: defensive, reactive, terrified to offend."
The Offer,0,"Viewers would be better off watching the Godfather saga, as its a better use of their time  and its far more entertaining than the entirety of this series."
Inventing Anna,0,"Despite its more evocative performances, Inventing Anna demands patience that doesn’t pay off, squandering its promising potential along the way."
Shining Girls,0,Too many threads are left dangling or unexplained. You never get that satisfying feeling of everything clicking into place by the end.
Guilty Party,0,"Guilty Party's opening episode presents us with an unbelievable, uncharismatic lead character who seems out of place and ill-equipped for every room she enters."
The Outsider,0,"The stakes here seem to be massive; gradually, it becomes clear that an epidemic of darkness is overtaking many. But getting there, with so little in the way of character or freshness of tone, simply exhausts even an interested viewer."
The Endgame,0,"Morena Baccarin and Ryan Michelle Bathe, longtime supporting players getting starring roles in a large-scale series for the first time, do not feel irreplaceable, and the show's clunky, obvious writing doesn't give them much to work with."
Arrested Development,0,"Coming across more like a tribute band to the series itself and ditching the controversial experimentation of 2013's Season 4, this second season of the comedy... is simply less original for a show that used to spark with cleverness."
Lost,0,"The series, which started with so much promise, stalled some time in its third season and will now be remembered as a monstrosity that fused kitsch to camp."
13 Reasons Why,0,The empathy of the first season has vanished completely. [Full Review in Spanish]
Brave New World,0,"Welcome to this not-so Brave New World, where all the ideas feel old and not nearly as deeply considered as the creators think. But, hey, at least it all looks fabulous."
Severance,0,"If the series wants to tackle the exploitation of labor, even in its own exaggerated way, it usually helps when the authoritarians' methods of oppression make sense—logically and emotionally..."
Lisey's Story,0,"Apple's Stephen King Miniseries Starts Off Strong, Only to Quickly Fall Apart."
Limitless,0,"This is a mediocre rehash of Intelligence, which was already a humorless rip off of Chuck."
Brave New World,0,"Miniseries that scratches on Aldous Huxley's novel, staying on the surface. [Full review in Spanish]"
The First Lady,0,"For all its glossy sheen and good intentions, The First Lady has little to offer that feels truly, meaningfully “real.”"
They Call Me Magic,0,"If viewers don’t already know the stories Johnson has previously told, they’ll come away either feeling like Magic was pretty boring or like the truth was pretty boring."
The Morning Show,0,The Morning Show once again fails to provide its stellar cast with compelling storylines or complex character development.
Weeds,0,Almost completely misses.
Dan Brown's The Lost Symbol,0,There's nothing Ashley Zukerman could have done to make Robert Landgon less of a butthead; his insufferability is a problem with the writing of the show.
What If...?,0,"While my curiosity is piqued, I wasn't completely blown away by this outing."
The Mosquito Coast,0,"The most prescient thing this version of The Mosquito Coast has to say about capitalism is how quickly it morphs into a knockoff of Breaking Bad and Ozark, repackaging a primetime TV template to bring an old story to a new audience."
Halo,0,"Those of us who don’t recognise every re-enacted power-up bleep and helmet-cam vision of destruction will probably find ourselves wondering, much of the time, quite what is going on."
The First Lady,0,"You will find no objections from me to giving each of these real women a chance to fill a whole series with their dualities, tensions, and complications. But there’s very little of that realness here."
The Stand,0,"As rendered in this iteration of King's epic, that mix of realism and fantasy results in a disjointed, tonally inconsistent work that manages to both over-condense aspects of the original saga and overstay its welcome."
Hawkeye,0,"Even a show that approaches its episodic run like an extra-long movie owes the audience a bit more momentum than this, especially when those installments roll out weekly."
Suspicion,0,"Based on the Israeli series False Flag, the show devolves into a strange hybrid that’s neither tense nor particularly logical."
Mare of Easttown,0,"More than halfway through the series, there's barely any momentum to the mystery, and the relationship drama is sprawling and unfocused."
Rise,0,"... Rise feels like a rehash, a collection of stories we've already seen, presented with a slightly darker palette."
Loot,0,"Not every show about the ultra-wealthy needs to be as biting as Succession, but Loot too often comes off as entirely toothless."
A Wilderness of Error,0,"A Wilderness of Error is a fascinating and informative look at a notorious piece of American history, but it struggles to defend its own relevance."
Lisey's Story,0,This show is hellbent on driving me mad thanks to one of its biggest stumbling blocks: the absence of any sort of logic to this universe.
The Stand,0,"Sadly there is very seldom any notion of stakes, of consequence, or of danger in this ultimately lifeless adaptation."
Bridgerton,0,"82 million Netflix account holders can’t be wrong, can they? Well, yes. Yes, they can."
Halo,0,"iHaloi looks a lot like well you might expect an adaptation of the game would, but it fails to distinguish itself from similar sci-fi fare."
Marvel's The Punisher,0,"Even though he was a compelling scene-stealer in Daredevil, Frank Castle/The Punisher has never felt quite right in his own show. Season two will do little to change that impression."
The Wheel of Time,0,Will The Wheel of Time be a hit? Don't ask me. All I know is that I went into a kind of death spiral after watching the first episode.
The Offer,0,"Viewers would be better off watching the Godfather saga, as its a better use of their time  and its far more entertaining than the entirety of this series."
Altered Carbon,0,"It had good moments, it had bad moments, it had dull moments. I kind of wish now that there was just Season 1 standing alone as a great example of the genre..."
Battlestar Galactica,0,A lot of basic and mundane things don't add up for me.
True Blood,0,"In its final season, the series seems to have exhausted its stores of surprises."
Waco,0,The boilerplate exposition feels stilted and someone needs to get Shannon a cup of coffee.
Landscapers,0,"Every bit of this story is as weird as hell. The trouble is that, on screen, weirdness itself doesn't really give you very far to go."
Entourage,0,"Everything that went down on screen in this finale felt rushed, it was almost like no one bothered to tell the writers that they only had eight episodes this season and once they realised they had to squash episodes worth of material in to one half hour."
The First Lady,0,"There's never quite enough from any one first lady, which leaves a sense of disappointment. It's unfortunately a show that is lesser than the sum of its Emmy- and Oscar-winning parts."
The Stand,0,"If you don't stand for something, you end up looking like a Walking Dead spin-off that never made it to the air."
How I Met Your Mother,0,This finale seems to completely sour the show's legacy - something that is not more important than ever.
The Undoing,0,"Indeed, the show seems to relish the disorder that the Frasers cause in other people's lives, the pain they mete out. Throughout it all, the family remains static: glamorous, somehow still in control."
Brave New World,0,"It's not an immediately gripping techno-satire, nor a mindbending puzzle box. It's not an impressive sci-fi world, nor a bold piece of sex-violence-profanity prestige. It's just a disappointing adaptation trying to be everything for everyone."
Hellbound,0,An expendable attempt at a horror series that doesn't stand out. [Full review in Spanish]
Marvel's Agent Carter,0,"Get past the surface, though, and it once again looks as if the show has been relegated to the role of little more than handsome placeholder to break up SHIELD's season - all dressed up, perhaps, but as outfitted, with no real place to go."
Arrested Development,0,No programme is more infuriatingly chuffed with itself.
Line of Duty,0,"As we embark on series six, a far greater problem is the weight of the past. As the plot races on, names and events float to the surface of my consciousness like something disturbing in a canal."
Shining Girls,0,"Moss is obviously a draw, but even she can only do so much with thin and confusing material."
The Mist,0,"Okay, it's possible I'm overreacting here just a smidge. But Spike's version of The Mist is one dumb piece of work."
True Blood,0,Although the series could have continued - maybe by introducing zombies or mummies - True Blood had nowhere to go but in circles. It was time to put a stake in it.
Inventing Anna,0,"There is a brilliant drama to be had from the story of Anna Delvey, and when someone makes one I’ll be sure to let you know."
Invasion,0,"Perhaps it's simply that I've watched Independence Day too many times, but there's nothing about this show that's even particularly enjoyable, let alone fun."
Moon Knight,0,"...audiences that are looking for a unique and dynamic approach to one of the more unorthodox heroes in Marvels repertoire, Moon Knight is a disappointment."
The Affair,0,The Affair Season 5 Episode 1 was a colossal waste of time.
Bodyguard,0,"Unfortunately, full of filler where there should be thriller, Bodyguard just can't get the job done, literally or figuratively."
The Bletchley Circle,0,"Instead of stroking suspense, the show starts and stops in fits, never finding a thrilling stride that unites the mysteries and deepens characterizations. Let's hope that Anna isn't on a permanent vacation."
Earth to Ned,0,Alien puppet talk show falls short of Muppet expectations.
Amazing Stories,0,"This show should have been a home run. In my opinion the missed opportunity lies in three areas: the story, the pacing and the direction."
Marvel - Jessica Jones,0,"Towards the end there was a 50-50 split between good and bad, but the first half or the show there was barely anything to like. A sad end for the Netflix MCU branch."
Rise,0,It's time for a break from the tears. You have to earn those.
The Afterparty,0,"The Afterparty squanders the talents of its cast with a broad, derivative and annoyingly obnoxious screenplay."
Once Upon a Time in Wonderland,0,"Unless Alice and her rabbit pal have more tricks up their sleeve than Snow White and the gang could muster, ABC's visit to Wonderland might once again leave the network less in need of a looking glass than a rear-view mirror."
The Undoing,0,"The Undoing has an intriguing mystery at its core, and a wonderful ensemble, but questionable structural choices give the series an odd ""stop and go"" feeling, padding it out to its lengthy runtime of 332 minutes."
Bridgerton,0,"82 million Netflix account holders can’t be wrong, can they? Well, yes. Yes, they can."
Nine Perfect Strangers,0,It is like I've gone to therapy on a Gwyneth Paltrow GOOP retreat... I feel like I have to go to therapy after suffering through.
The Me You Can't See,0,"As an exploration of trauma and mental health, however - and one that features testimonials from figures such as Lady Gaga and Glenn Close - it's frustratingly unambitious."
Turner & Hooch,0,It's fitting that McG would direct the Turner and Hooch pilot because it's about as inoffensive and bland as most of the director's output.
The Time Traveler's Wife,0,"The real star of this woeful, pointless television programme is its toxic gender and sexual politics."
Lost,0,Does this mean all of Lost counts for nothing? It's another question I can't answer.
Arrested Development,0,"The more you know about what's happened with Tambor over the past 12 months and the cast's attempt to reframe it, the emptier the comedy's absurdist spectacle becomes."
The O.C.,0,"Its peculiar mix of comic adult misbehavior, teen love and sexuality and sarcastic humor -- all played to a trendy musical soundtrack -- returns for a fourth season that illustrates it has stayed at the party too long."
Ginny & Georgia,0,"If the writers trimmed away one or two, the mother-daughter tension at its core could shine. But with so much going on, that dynamic gets lost."
Buffy the Vampire Slayer,0,"You can violate the laws of the universe you created, using a raft of new characters in whom we have no investment, or you can drag nine episodes' worth of doing so over 22 hours of TV. Not both."
The Nevers,0,"The Nevers is an unimpressive monument to a storyteller whose work has meant a lot to many people, but who cannot now figure out how to rise to the moment."
Big Little Lies,0,"The series works best when it focuses on intimate, human moments rather than on broad social critiques."
24,0,"Despite the high-grade action, the premiere is more a showcase for everything that was bad about 24 than a reminder of everything that was good."
Mr. Corman,0,Spending five-plus hours watching a very average man inch toward slightly greater self-awareness doesn't make for the most powerful TV experience.
WeCrashed,0,"There is little here that is enjoyable to watch and even less that is entertaining, and spending eight hours with the versions of these people portrayed by Jared Leto and Anne Hathaway is a punishment."
Little Voice,0,Never tries something original when a cliché will do instead.
Ginny & Georgia,0,"If the writers trimmed away one or two, the mother-daughter tension at its core could shine. But with so much going on, that dynamic gets lost."
Defending Jacob,0,"The result is imitation-flavored television - a chronic occurrence, six months after the streaming service's launch. There's a larger mystery there, and someone needs to solve it."
Moon Knight,0,"The rickety action sequences, paired with questionable CGI, drippy horror, terrible jokes, a shoddily assembled mystery and one too many rounds of over-the-top violence combine to make Moon Knight an unfortunate dud on the Marvel roster."
The Undoing,0,"While beautiful to look at, the show struggles to say something compelling as it's more interested in amplifying the melodrama instead of delving deep into its more interesting subjects."
Mayor of Kingstown,0,"The storylines are byzantine, but they are not complicated. There is also no shortage of weary, heavy-handed platitudes, like fortune cookies that exclusively quote Bob Segar songs."
The Undoing,0,The real disappointment lies in the degree to which The Undoing shows itself to be simply a cheesy thriller.
Night Sky,0,Watch the first episode of Night Sky and you’ll have found your new favourite show. Carry on for another seven and you’ll wish you stopped a lot earlier.
The Wheel of Time,0,"While there is enough violence and faux-mysticism to keep genre fans happy, convincing human interactions are harder to find."
The Right Stuff,0,"Approach it simply as Hunky Young Astronauts in Love rather than a Wolfe adaptation... like the movie, it still can't find time to dedicate a full episode to NASA's test monkeys - and you might even be able to dispense with some of the disappointment."
WeCrashed,0,Apple TV's first high-profile letdown doesn't know whether to satirise WeWork founder Adam Neumann or to idolise him.
The Right Stuff,0,The story crawls along incrementally without using all that time to let us know its characters as anything but the broadest of archetypes.
Midnight Mass,0,The final scene was so nauseatingly mawkish I had to hide behind the sofa screaming to be put out of my misery.
The Shrink Next Door,0,"Maybe a different creative team could've done a better job adapting The Shrink Next Door, or maybe Marty Markowitz's story simply didn't need to be retold."
The Wheel of Time,0,"With a deficit of whimsy and wonder, ""Wheel"" introduces such thinly developed characters that it makes it hard to care (or see) who survives a chaotically filmed attack by monstrous orcs (sorry, trollocs)."
Marvel's The Punisher,0,This could have been eight episodes.
True Detective,0,"A thin story spread over a lot of hours, but Ali is excellent and so is his support."
Buffy the Vampire Slayer,0,"By the time of its seventh and final season, there was a feeling that many of the cast just wanted it all to be over - something unfortunately reflected in the performances."
The Fall,0,"This show thinks it is Very Important Viewing, unmissable drama, televisual literature. The fact is it's very missable indeed."
The O.C.,0,"Too ironic to be a soap, but too soapy to be a parody. Take this season's dismal debut: a clunky, dark hour in which hunky Ryan brooded... He should have mourned instead the loss of the show's last, best quality-an ability to make fun of itself."
Gossip Girl,0,"With age comes wisdom? Whoever said that should have passed the memo to the Gossip Girl gang, because after six seasons, they're still as clueless as ever."
Nine Perfect Strangers,0,"There is too much time to fill, too many episodes to stretch a fairly thin plot across, and too many goddamn strangers to stay interested in any one of them."
True Detective,0,"True Detective Season 3 is a little more workmanlike and less baroque, perhaps too eager to prove that it can tell a legible story again."
Rise,0,"The problem is, even with its many storylines, Rise's attempt at making the viewer a part of this small town's community, it is just too prescribed."
His Dark Materials,0,With so much time taken up with gabbing there was little left for the kind of spectacle that made the first series a hit.
The Right Stuff,0,"Approach it simply as Hunky Young Astronauts in Love rather than a Wolfe adaptation... like the movie, it still can't find time to dedicate a full episode to NASA's test monkeys - and you might even be able to dispense with some of the disappointment."
Black Mirror,0,"Brooker still has the teeth - and the imagination to craft tales that link into our techno-paranoia, showing us a world gone wrong where we are not too careful - but the bite is somewhat lacking."
What If...?,0,"What If...? opens up a world of possibility for Marvel, which it explores with enthusiasm, but also, in an act of hubris, with one hand tied smirkingly behind its back."
The Afterparty,0,"An Apple TV+ comedy series with one murder, plenty of suspects and minimal intrigue -- the sort of show that's modestly entertaining but doesn't bring enough to the party."
Elite,0,"By its new fifth season, Élite finally arrives at the point where it can no longer pull off its gimmicks."
Big Little Lies,0,"The new episodes flirted with exploring the effects of trauma, but the writers shrugged when it came to finding a deeper meaning to suffering than that it simply sucks."
The Morning Show,0,It's clear that whoever is writing the loaded conversations between these characters has never participated in one of their own to learn that this is simply not how we talk about any of it.
True Detective,0,True Detective falls prey to a slightly milder case of misogyny than afflicted it in season one.
Limitless,0,"Maybe the show will improve when it kicks into the case-of-the-week format and ramps up the nonsensical effects of this mysterious pill, but I don't have high hopes."
Succession,0,"I come not to bury ""Succession"" nor to praise it, but to perpetually hope it will take up that messy space between paranoia and performative nonchalance."
Invasion,0,"Unfortunately, Invasion also borrows The Walking Deads molasses-like pace, without any of the payoff or precise characterization. The first season builds to a climax, sure, but its a story that lacks depth throughout."
The Nevers,0,As creaky as these first four episodes are - reams of exposition alternating between soap-opera twists and cutesy inventions like Penance's li'l electric car - I want to believe there are glimmers of promise.
Behind Her Eyes,0,"Behind Her Eyes just doesn't know what it wants to be and takes itself far too seriously, resulting in a muddled mess that could - and should - have been cut short."
Bel-Air,0,It takes every aspect of the original show and sucks out the joy.
The Essex Serpent,0,"The pacing is slow, and rather than feeling meditative or breathable, The Essex Serpent only feels mechanical, ploddingly carrying the plot forward scene to scene. Whatever electricity the leads’ performances could have lent it is thoroughly deadened."
